"CODE","LEVEL_ID","P_IDENT","Catalog_ID","S_NYSM_NUM","UNIT_ID","U_TYPE","U_LBL","L_STRAT","START","END","Assemblage","MATNAME","TYPENAME","CATNAME","IDENTIFY","BEGDATE","ENDDATE","N","zN","comp.grp","art.grp"
"HOOK",1755,"PIN 1BOW.27.101",5080,12645,472,"EU","07","5",48,57.4,"Architectural","Metal","Architectural Hardware","Other Hardware","hook (hardware)",NA,NA,1,0.912870929175277,"4","4"
"HOOK",1756,"PIN 1BOW.27.101",5129,12645,472,"EU","07","6",57.4,67.6,"Architectural","Metal","Architectural Hardware","Other Hardware","hook (hardware)",NA,NA,1,0.912870929175277,"4","4"
"HOOK",1768,"PIN 1BOW.27.101",2666,12645,476,"EU","11","1",7.2,18.6,"Architectural","Metal","Architectural Hardware","Other Hardware","hook (hardware)",NA,NA,1,0.912870929175277,"4","4"
"HOOK",1750,"PIN 1BOW.27.101",4885,12645,471,"EU","06","1",2.6,34.4,"Architectural","Metal","Architectural Hardware","Other Hardware","hook (hardware)",NA,NA,1,0.912870929175277,"3","4"
"LCG",1750,"PIN 1BOW.27.101",4867,12645,471,"EU","06","1",2.6,34.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,1,0.14484136487558,"3","3"
"LCG",1730,"PIN 1BOW.27.101",2202,12645,470,"EU","05","2B (North)",17.66,20.33,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,1,0.14484136487558,"3","3"
"LCG",1757,"PIN 1BOW.27.101",5156,12645,472,"EU","07","7",67.6,73.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,1,0.14484136487558,"3","3"
"LCG",1752,"PIN 1BOW.27.101",4987,12645,472,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,17,2.46230320288486,"4","3"
"LCG",1751,"PIN 1BOW.27.101",4915,12645,472,"EU","07","1",3.6,12,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,2,0.289682729751161,"4","3"
"LCG",1815,"PIN 1BOW.27.101",5484,12645,474,"EU","09","3",20.6,28.6,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,1,0.14484136487558,"3","3"
"LCG",1752,"PIN 1BOW.27.101",4979,12645,472,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,1,0.14484136487558,"4","3"
"LCG",1752,"PIN 1BOW.27.101",4977,12645,472,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,3,0.434524094626741,"4","3"
"LCG",1789,"PIN 1BOW.27.101",3564,12645,482,"EU","17","2",19,43.4,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,1,0.14484136487558,"3","3"
"LCG",1758,"PIN 1BOW.27.101",5203,12645,472,"EU","07","8",73.4,80.2,"Domestic","Glass","Glass Vessel","Curved Glass","clear curved glass, leaded",NA,NA,11,1.59325501363138,"3","3"
"NSK",1831,"PIN 1BOW.27.101",3965,12645,495,"EU","29","3",30,43,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.925820099772551,"4","5"
"NSK",1750,"PIN 1BOW.27.101",4875,12645,471,"EU","06","1",2.6,34.4,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.925820099772551,"3","5"
"NSK",1758,"PIN 1BOW.27.101",5186,12645,472,"EU","07","8",73.4,80.2,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.925820099772551,"3","5"
"NSK",1839,"PIN 1BOW.27.101",4085,12645,499,"EU","30","6",66.4,72.4,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.925820099772551,"3","5"
"NSK",1763,"PIN 1BOW.27.101",5374,12645,473,"EU","08","4A",30.6,39.6,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.925820099772551,"1","5"
"NSK",1780,"PIN 1BOW.27.101",3197,12645,479,"EU","14","3",24.8,33.6,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.925820099772551,"1","5"
"NSK",1825,"PIN 1BOW.27.101",3433,12645,480,"EU","15","5",46,55,"Domestic","Ceramics","Pipe","Kaolin Pipe","Kaolin pipe stem frag, 5/64 in. bore",NA,NA,1,0.925820099772551,"3","5"
"BBG",1817,"PIN 1BOW.27.101",2929,12645,477,"EU","12","2",28.2,35.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,0.438529009653515,"4","6"
"BBG",1824,"PIN 1BOW.27.101",3423,12645,480,"EU","15","4",36,46,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,3,1.31558702896054,"4","6"
"BBG",1818,"PIN 1BOW.27.101",2982,12645,477,"EU","12","3",35.8,43.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,5,2.19264504826757,"3","6"
"BBG",1793,"PIN 1BOW.27.101",3610,12645,483,"EU","18","3",37.2,38.6,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,0.438529009653515,"2","6"
"BBG",1819,"PIN 1BOW.27.101",3018,12645,477,"EU","12","4",44.8,51.4,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,2,0.877058019307029,"2","6"
"BBG",1817,"PIN 1BOW.27.101",2927,12645,477,"EU","12","2",28.2,35.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,2,0.877058019307029,"4","6"
"BBG",1828,"PIN 1BOW.27.101",3502,12645,480,"EU","15","8",75.2,83.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,0.438529009653515,"4","6"
"BBG",1729,"PIN 1BOW.27.101",2168,12645,470,"EU","05","2A (South)",10,19,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,0.438529009653515,"4","6"
"BBG",1796,"PIN 1BOW.27.101",4614,12645,486,"EU","21","1",11.2,65.4,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,0.438529009653515,"3","6"
"BBG",1750,"PIN 1BOW.27.101",4871,12645,471,"EU","06","1",2.6,34.4,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,1,0.438529009653515,"3","6"
"BBG",1820,"PIN 1BOW.27.101",3091,12645,477,"EU","12","5",51.4,91.8,"Domestic","Glass","Glass Vessel","Bottle Glass","blue bottle glass",NA,NA,2,0.877058019307029,"3","6"
"ODWE",1750,"PIN 1BOW.27.101",4874,12645,471,"EU","06","1",2.6,34.4,"Domestic","Ceramics","Sherd","White Earthenware","other decorated unidentified white earthenware",NA,NA,2,1.41421356237309,"3","5"
"ODWE",1820,"PIN 1BOW.27.101",3110,12645,477,"EU","12","5",51.4,91.8,"Domestic","Ceramics","Sherd","White Earthenware","other decorated unidentified white earthenware",NA,NA,1,0.707106781186547,"3","5"
"ODWE",1753,"PIN 1BOW.27.101",5005,12645,472,"EU","07","3",29.4,38.8,"Domestic","Ceramics","Sherd","White Earthenware","other decorated unidentified white earthenware",NA,NA,1,0.707106781186547,"4","5"
"ODWE",1839,"PIN 1BOW.27.101",4082,12645,499,"EU","30","6",66.4,72.4,"Domestic","Ceramics","Sherd","White Earthenware","other decorated unidentified white earthenware",NA,NA,1,0.707106781186547,"3","5"
"ODWE",1739,"PIN 1BOW.27.101",4737,12645,464,"EU","02","3",25.4,46.2,"Domestic","Ceramics","Sherd","White Earthenware","other decorated unidentified white earthenware",NA,NA,1,0.707106781186547,"4","5"
"OTHW",1819,"PIN 1BOW.27.101",2999,12645,477,"EU","12","4",44.8,51.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","other ironstone/whiteware",NA,NA,1,0.912870929175277,"2","5"
"OTHW",1750,"PIN 1BOW.27.101",4879,12645,471,"EU","06","1",2.6,34.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","other ironstone/whiteware",NA,NA,1,0.912870929175277,"3","5"
"OTHW",1759,"PIN 1BOW.27.101",5239,12645,472,"EU","07","9",80.2,83.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","other ironstone/whiteware",NA,NA,1,0.912870929175277,"3","5"
"OTHW",1763,"PIN 1BOW.27.101",5376,12645,473,"EU","08","4A",30.6,39.6,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","other ironstone/whiteware",NA,NA,1,0.912870929175277,"1","5"
"OTHW",1750,"PIN 1BOW.27.101",4883,12645,471,"EU","06","1",2.6,34.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","other ironstone/whiteware",NA,NA,1,0.912870929175277,"3","5"
"OTHW",1759,"PIN 1BOW.27.101",5244,12645,472,"EU","07","9",80.2,83.4,"Domestic","Ceramics","Sherd","Ironstone/Whiteware","other ironstone/whiteware",NA,NA,1,0.912870929175277,"3","5"
"SPCN",1744,"PIN 1BOW.27.101",4783,12645,467,"EU","03","1",3.8,25.8,"Architectural","Metal","Architectural Hardware","Cut Nail","cut spike",1790,1880,1,0.420084025208403,"3","2"
"SPCN",1745,"PIN 1BOW.27.101",4819,12645,467,"EU","03","2",25.8,116,"Architectural","Metal","Architectural Hardware","Cut Nail","cut spike",1790,1880,1,0.420084025208403,"4","2"
"SPCN",1761,"PIN 1BOW.27.101",5293,12645,473,"EU","08","2",19.75,22.2,"Architectural","Metal","Architectural Hardware","Cut Nail","cut spike",1790,1880,5,2.10042012604201,"1","2"
"SPCN",1762,"PIN 1BOW.27.101",5331,12645,473,"EU","08","3",22.2,30.6,"Architectural","Metal","Architectural Hardware","Cut Nail","cut spike",1790,1880,2,0.840168050416806,"1","2"
"SPCN",1750,"PIN 1BOW.27.101",4896,12645,471,"EU","06","1",2.6,34.4,"Architectural","Metal","Architectural Hardware","Cut Nail","cut spike",1790,1880,1,0.420084025208403,"3","2"
"SPCN",1805,"PIN 1BOW.27.101",3798,12645,491,"EU","26","3",24.4,63.4,"Architectural","Metal","Architectural Hardware","Cut Nail","cut spike",1790,1880,1,0.420084025208403,"3","2"
"SPCN",1809,"PIN 1BOW.27.101",3859,12645,492,"EU","27","1",2.2,17.4,"Architectural","Metal","Architectural Hardware","Cut Nail","cut spike",1790,1880,1,0.420084025208403,"4","2"
"GDZ",1822,"PIN 1BOW.27.101",3355,12645,480,"EU","15","2",23.4,26.2,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,3,0.607070410050285,"3","1"
"GDZ",1818,"PIN 1BOW.27.101",2979,12645,477,"EU","12","3",35.8,43.8,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,4,0.809427213400379,"3","1"
"GDZ",1822,"PIN 1BOW.27.101",3358,12645,480,"EU","15","2",23.4,26.2,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,8,1.61885442680076,"3","1"
"GDZ",1753,"PIN 1BOW.27.101",5007,12645,472,"EU","07","3",29.4,38.8,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,2,0.40471360670019,"4","1"
"GDZ",1813,"PIN 1BOW.27.101",5455,12645,474,"EU","09","1",8.6,15.2,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,1,0.202356803350095,"4","1"
"GDZ",1822,"PIN 1BOW.27.101",3357,12645,480,"EU","15","2",23.4,26.2,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,1,0.202356803350095,"3","1"
"GDZ",1821,"PIN 1BOW.27.101",3339,12645,480,"EU","15","1",13,22,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,5,1.01178401675047,"3","1"
"GDZ",1756,"PIN 1BOW.27.101",5099,12645,472,"EU","07","6",57.4,67.6,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,4,0.809427213400379,"4","1"
"GDZ",1794,"PIN 1BOW.27.101",4611,12645,484,"EU","19","1",9.2,52,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,1,0.202356803350095,"2","1"
"GDZ",1754,"PIN 1BOW.27.101",5023,12645,472,"EU","07","4",38.8,48,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,3,0.607070410050285,"4","1"
"GDZ",1753,"PIN 1BOW.27.101",5003,12645,472,"EU","07","3",29.4,38.8,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,6,1.21414082010057,"4","1"
"GDZ",1820,"PIN 1BOW.27.101",3115,12645,477,"EU","12","5",51.4,91.8,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,3,0.607070410050285,"3","1"
"GDZ",1752,"PIN 1BOW.27.101",4936,12645,472,"EU","07","2",12,29.4,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,14,2.83299524690133,"4","1"
"GDZ",1818,"PIN 1BOW.27.101",2978,12645,477,"EU","12","3",35.8,43.8,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,1,0.202356803350095,"3","1"
"GDZ",1729,"PIN 1BOW.27.101",2162,12645,470,"EU","05","2A (South)",10,19,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,3,0.607070410050285,"4","1"
"GDZ",1822,"PIN 1BOW.27.101",3359,12645,480,"EU","15","2",23.4,26.2,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,7,1.41649762345066,"3","1"
"GDZ",1816,"PIN 1BOW.27.101",2725,12645,477,"EU","12","1",19.8,28.2,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,2,0.40471360670019,"3","1"
"GDZ",1823,"PIN 1BOW.27.101",3397,12645,480,"EU","15","3",26.2,36,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,3,0.607070410050285,"3","1"
"GDZ",1751,"PIN 1BOW.27.101",4901,12645,472,"EU","07","1",3.6,12,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,1,0.202356803350095,"4","1"
"GDZ",1821,"PIN 1BOW.27.101",3342,12645,480,"EU","15","1",13,22,"Domestic","Ceramics","Sherd","Porcelain","gilt-decorated porcelain",1660,1890,2,0.40471360670019,"3","1"
"DOOR",1754,"PIN 1BOW.27.101",5021,12645,472,"EU","07","4",38.8,48,"Domestic","Ceramics","Architectural Ceramic","Miscellaneous Ceramic","ceramic doorknob",NA,NA,2,1,"4","4"
"MHG",1752,"PIN 1BOW.27.101",4957,12645,472,"EU","07","2",12,29.4,"Architectural","Metal","Architectural Hardware","Other Hardware","hinge",NA,NA,1,0.707106781186547,"4","4"
"MHG",1754,"PIN 1BOW.27.101",5038,12645,472,"EU","07","4",38.8,48,"Architectural","Metal","Architectural Hardware","Other Hardware","hinge",NA,NA,1,0.707106781186547,"4","4"
"MHG",1751,"PIN 1BOW.27.101",4920,12645,472,"EU","07","1",3.6,12,"Architectural","Metal","Architectural Hardware","Other Hardware","hinge",NA,NA,1,0.707106781186547,"4","4"
"MHG",1779,"PIN 1BOW.27.101",3190,12645,479,"EU","14","2",14,24.8,"Architectural","Metal","Architectural Hardware","Other Hardware","hinge",NA,NA,1,0.707106781186547,"1","4"
"MHG",1755,"PIN 1BOW.27.101",5073,12645,472,"EU","07","5",48,57.4,"Architectural","Metal","Architectural Hardware","Other Hardware","hinge",NA,NA,2,1.41421356237309,"4","4"
"XGR",1745,"PIN 1BOW.27.101",4805,12645,467,"EU","03","2",25.8,116,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"4","1"
"XGR",1752,"PIN 1BOW.27.101",4940,12645,472,"EU","07","2",12,29.4,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"4","1"
"XGR",1817,"PIN 1BOW.27.101",2933,12645,477,"EU","12","2",28.2,35.8,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"4","1"
"XGR",1758,"PIN 1BOW.27.101",5184,12645,472,"EU","07","8",73.4,80.2,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"3","1"
"XGR",1769,"PIN 1BOW.27.101",2677,12645,476,"EU","11","2",18.6,32.8,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"3","1"
"XGR",1759,"PIN 1BOW.27.101",5242,12645,472,"EU","07","9",80.2,83.4,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"3","1"
"XGR",1729,"PIN 1BOW.27.101",2171,12645,470,"EU","05","2A (South)",10,19,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"4","1"
"XGR",1836,"PIN 1BOW.27.101",3986,12645,499,"EU","30","3",42.2,50,"Domestic","Ceramics","Sherd","Redware","unglazed redware",NA,NA,1,0.935414346693485,"3","1"
"LLG",1820,"PIN 1BOW.27.101",3097,12645,477,"EU","12","5",51.4,91.8,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,2,0.0816678085116014,"3","1"
"LLG",1842,"PIN 1BOW.27.101",4104,12645,500,"EU","31","2",14.2,23,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,4,0.163335617023203,"3","1"
"LLG",1759,"PIN 1BOW.27.101",5228,12645,472,"EU","07","9",80.2,83.4,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,6,0.245003425534804,"3","1"
"LLG",1755,"PIN 1BOW.27.101",5060,12645,472,"EU","07","5",48,57.4,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,7,0.285837329790605,"4","1"
"LLG",1821,"PIN 1BOW.27.101",3332,12645,480,"EU","15","1",13,22,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,34,1.38835274469722,"3","1"
"LLG",1757,"PIN 1BOW.27.101",5157,12645,472,"EU","07","7",67.6,73.4,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,4,0.163335617023203,"3","1"
"LLG",1815,"PIN 1BOW.27.101",5483,12645,474,"EU","09","3",20.6,28.6,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,1,0.0408339042558007,"3","1"
"LLG",1756,"PIN 1BOW.27.101",5121,12645,472,"EU","07","6",57.4,67.6,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,5,0.204169521279004,"4","1"
"LLG",1819,"PIN 1BOW.27.101",3023,12645,477,"EU","12","4",44.8,51.4,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,38,1.55168836172043,"2","1"
"LLG",1752,"PIN 1BOW.27.101",4980,12645,472,"EU","07","2",12,29.4,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,9,0.367505138302206,"4","1"
"LLG",1822,"PIN 1BOW.27.101",3373,12645,480,"EU","15","2",23.4,26.2,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,66,2.69503768088285,"3","1"
"LLG",1818,"PIN 1BOW.27.101",2985,12645,477,"EU","12","3",35.8,43.8,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,39,1.59252226597623,"3","1"
"LLG",1758,"PIN 1BOW.27.101",5201,12645,472,"EU","07","8",73.4,80.2,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,8,0.326671234046406,"3","1"
"LLG",1772,"PIN 1BOW.27.101",3033,12645,478,"EU","13","1",4.8,14.4,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,1,0.0408339042558007,"4","1"
"LLG",1814,"PIN 1BOW.27.101",5469,12645,474,"EU","09","2",15.2,20.6,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,1,0.0408339042558007,"3","1"
"LLG",1816,"PIN 1BOW.27.101",2734,12645,477,"EU","12","1",19.8,28.2,"Domestic","Glass","Other Glass","Lamp Glass","leaded lamp glass",NA,NA,15,0.61250856383701,"3","1"
"VLG",1831,"PIN 1BOW.27.101",3959,12645,495,"EU","29","3",30,43,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,53,1.00699238464889,"4","6"
"VLG",1815,"PIN 1BOW.27.101",5490,12645,474,"EU","09","3",20.6,28.6,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,3,0.0569995689423898,"3","6"
"VLG",1798,"PIN 1BOW.27.101",3655,12645,488,"EU","23","1",7.2,13.6,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,4,0.0759994252565197,"2","6"
"VLG",1759,"PIN 1BOW.27.101",5227,12645,472,"EU","07","9",80.2,83.4,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,5,0.0949992815706497,"3","6"
"VLG",1830,"PIN 1BOW.27.101",3953,12645,495,"EU","29","2",20,30,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,133,2.52698088977928,"4","6"
"VLG",1829,"PIN 1BOW.27.101",3909,12645,495,"EU","29","1",9.4,20,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,4,0.0759994252565197,"2","6"
"VLG",1758,"PIN 1BOW.27.101",5208,12645,472,"EU","07","8",73.4,80.2,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,12,0.227998275769559,"3","6"
"VLG",1817,"PIN 1BOW.27.101",2931,12645,477,"EU","12","2",28.2,35.8,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,38,0.721994539936938,"4","6"
"VLG",1757,"PIN 1BOW.27.101",5161,12645,472,"EU","07","7",67.6,73.4,"Domestic","Glass","Other Glass","Lamp Glass","amethyst lamp glass",1880,1914,3,0.0569995689423898,"3","6"
"BB",1830,"PIN 1BOW.27.101",3930,12645,495,"EU","29","2",20,30,"Domestic","Bone/Antler","Personal Item","Button","bone button",NA,NA,1,0.707106781186547,"4","3"
"BB",1752,"PIN 1BOW.27.101",4935,12645,472,"EU","07","2",12,29.4,"Domestic","Bone/Antler","Personal Item","Button","bone button",NA,NA,1,0.707106781186547,"4","3"
"HBR",1752,"PIN 1BOW.27.101",6211,12645,472,"EU","07","2",12,29.4,"Architectural","Ceramics","Brick","Brick","handmade brick",NA,NA,1,1,"4","3"
"CBC",1752,"PIN 1BOW.27.101",4966,12645,472,"EU","07","2",12,29.4,"Domestic","Metal","Domestic/Activity","Cap/Lid","crown bottle cap",1890,1970,1,1,"4","3"
"OM",1761,"PIN 1BOW.27.101",5315,12645,473,"EU","08","2",19.75,22.2,"Other","Metal","Unidentified","Other Metal","other metal",NA,NA,1,0.597614304667197,"1","3"
"OM",1752,"PIN 1BOW.27.101",4962,12645,472,"EU","07","2",12,29.4,"Other","Metal","Unidentified","Other Metal","other metal",NA,NA,1,0.597614304667197,"4","3"
"OM",1755,"PIN 1BOW.27.101",5096,12645,472,"EU","07","5",48,57.4,"Other","Metal","Unidentified","Other Metal","other metal",NA,NA,1,0.597614304667197,"4","3"
"OM",1835,"PIN 1BOW.27.101",3980,12645,499,"EU","30","2",34,42.2,"Other","Metal","Unidentified","Other Metal","other metal",NA,NA,1,0.597614304667197,"4","3"
"OM",1797,"PIN 1BOW.27.101",4625,12645,487,"EU","22","1",7.2,52.8,"Other","Metal","Unidentified","Other Metal","other metal",NA,NA,1,0.597614304667197,"2","3"
"OM",1813,"PIN 1BOW.27.101",5461,12645,474,"EU","09","1",8.6,15.2,"Other","Metal","Unidentified","Other Metal","other metal",NA,NA,3,1.79284291400159,"4","3"
"CABL",1752,"PIN 1BOW.27.101",4954,12645,472,"EU","07","2",12,29.4,"Architectural","Metal","Architectural Hardware","Other Hardware","cable",NA,NA,1,1,"4","3"
"OG",1752,"PIN 1BOW.27.101",4978,12645,472,"EU","07","2",12,29.4,"Domestic","Glass","Other Glass","Other Glass","other glass",NA,NA,1,0.447213595499958,"4","3"
"OG",1830,"PIN 1BOW.27.101",3946,12645,495,"EU","29","2",20,30,"Domestic","Glass","Other Glass","Other Glass","other glass",NA,NA,2,0.894427190999916,"4","3"
"OYS",1729,"PIN 1BOW.27.101",2164,12645,470,"EU","05","2A (South)",10,19,"Other","Shell","Refuse/Unmodified","Oyster Shell","oyster shell",NA,NA,1,0.0665681201727843,"4","3"
"OYS",1727,"PIN 1BOW.27.101",2104,12645,470,"EU","05","1A (Outside)",3.33,10,"Other","Shell","Refuse/Unmodified","Oyster Shell","oyster shell",NA,NA,1,0.0665681201727843,"3","3"
"OYS",1751,"PIN 1BOW.27.101",4905,12645,472,"EU","07","1",3.6,12,"Other","Shell","Refuse/Unmodified","Oyster Shell","oyster shell",NA,NA,30,1.99704360518353,"4","3"
"OYS",1728,"PIN 1BOW.27.101",2112,12645,470,"EU","05","1B (Inside)",14.33,17.66,"Other","Shell","Refuse/Unmodified","Oyster Shell","oyster shell",NA,NA,1,0.0665681201727843,"3","3"
"OYS",1730,"PIN 1BOW.27.101",2197,12645,470,"EU","05","2B (North)",17.66,20.33,"Other","Shell","Refuse/Unmodified","Oyster Shell","oyster shell",NA,NA,3,0.199704360518353,"3","3"
"OYS",1779,"PIN 1BOW.27.101",3159,12645,479,"EU","14","2",14,24.8,"Other","Shell","Refuse/Unmodified","Oyster Shell","oyster shell",NA,NA,1,0.0665681201727843,"1","3"
"OYS",1752,"PIN 1BOW.27.101",4934,12645,472,"EU","07","2",12,29.4,"Other","Shell","Refuse/Unmodified","Oyster Shell","oyster shell",NA,NA,21,1.39793052362847,"4","3"
"CHAI",1752,"PIN 1BOW.27.101",4959,12645,472,"EU","07","2",12,29.4,"Domestic","Metal","Personal Item","Jewelry","chain frag",NA,NA,1,1,"4","3"
"DSV",1824,"PIN 1BOW.27.101",3412,12645,480,"EU","15","4",36,46,"Domestic","Ceramics","Sherd","Semi-Vitreous China","decalcomania semi-vitreous china",1900,1970,1,0.229415733870562,"4","1"
"DSV",1796,"PIN 1BOW.27.101",4620,12645,486,"EU","21","1",11.2,65.4,"Domestic","Ceramics","Sherd","Semi-Vitreous China","decalcomania semi-vitreous china",1900,1970,1,0.229415733870562,"3","1"
"DSV",1752,"PIN 1BOW.27.101",4932,12645,472,"EU","07","2",12,29.4,"Domestic","Ceramics","Sherd","Semi-Vitreous China","decalcomania semi-vitreous china",1900,1970,6,1.37649440322337,"4","1"
"CLPG",1752,"PIN 1BOW.27.101",4976,12645,472,"EU","07","2",12,29.4,"Domestic","Glass","Glass Vessel","Tableware","clear table glass, leaded pressed",NA,NA,1,0.554700196225229,"4","1"
"CLPG",1820,"PIN 1BOW.27.101",3099,12645,477,"EU","12","5",51.4,91.8,"Domestic","Glass","Glass Vessel","Tableware","clear table glass, leaded pressed",NA,NA,3,1.66410058867569,"3","1"
"CLPG",1755,"PIN 1BOW.27.101",5055,12645,472,"EU","07","5",48,57.4,"Domestic","Glass","Glass Vessel","Tableware","clear table glass, leaded pressed",NA,NA,1,0.554700196225229,"4","1"
